x,y,z
13.552,7.24297,-0.515958
13.9136,7.32684,-0.528863
14.8605,4.50722,-0.521817
14.9674,4.43954,-0.524801
15.1498,4.3927,-0.530624
14.9146,4.12678,-0.519876
15.0294,4.05942,-0.523219
15.1989,4.00532,-0.528611
15.1613,3.89607,-0.526311
15.3749,3.85055,-0.533356
15.3672,3.74856,-0.532206
15.4084,3.65858,-0.532889
15.4383,3.56577,-0.533176
15.5038,3.48082,-0.534794
16.991,3.16272,-0.584903
17.0327,3.06247,-0.585729
17.0679,2.96081,-0.58634
17.3331,2.89737,-0.595363
17.7078,2.84841,-0.608375
16.114,1.38698,-0.545002
16.0823,1.2849,-0.543565
15.3498,-1.70289,-0.518762
12.8816,-9.19178,-0.532457
12.7771,-9.2361,-0.530336
12.8508,-9.40997,-0.53616
7.71328,10.6621,-0.599762
8.44494,9.78178,-0.588308
8.52255,9.75009,-0.589613
8.61266,9.73202,-0.591836
8.70753,9.71842,-0.594397
8.79116,9.69145,-0.596137
9.10514,9.91469,-0.614356
9.18008,9.874,-0.615371
9.29115,9.87132,-0.618947
9.52392,9.87302,-0.626776
9.652,9.88372,-0.631464
9.79181,9.90458,-0.636925
9.91528,9.90716,-0.641226
12.0177,11.717,-0.77514
12.1038,11.6569,-0.776106
12.2076,11.6134,-0.778281
12.302,11.5602,-0.779827
12.3997,11.5096,-0.781615
10.5656,7.14741,-0.580238
11.8636,7.60805,-0.644947
10.7866,6.82423,-0.580624
10.9503,6.83407,-0.587583
11.4455,3.85374,-0.547375
13.0297,3.42848,-0.614936
13.063,3.26639,-0.61455
9.26123,-8.09531,-0.558201
9.21512,-8.15529,-0.558442
3.96552,8.51484,-0.529139
4.07077,8.33636,-0.522158
4.10676,8.28082,-0.520112
4.08296,8.10748,-0.510123
8.5418,11.5122,-0.827078
8.60328,11.4476,-0.826175
8.68847,11.4144,-0.827679
8.64864,11.2186,-0.816847
8.49988,10.2241,-0.764433
8.26738,9.82127,-0.736811
8.32943,9.77263,-0.736992
8.5566,7.19675,-0.636917
8.56527,7.11477,-0.634149
8.21942,4.9243,-0.540513
8.17048,4.56041,-0.526973
8.16158,4.48998,-0.524445
8.13018,4.40794,-0.520413
8.13418,4.34575,-0.518849
8.16158,4.29622,-0.518909
8.25513,4.28098,-0.523482
8.30169,4.24069,-0.524866
11.0732,1.2257,-0.63451
11.0686,1.15648,-0.633788
10.9682,-1.69812,-0.631982
10.9576,-1.76539,-0.631982
3.90369,8.37651,-0.636457
3.95502,8.3524,-0.636457
4.00187,8.31899,-0.63573
4.08873,8.36776,-0.641693
4.11341,8.28891,-0.63733
6.4419,8.14357,-0.719717
6.5516,8.17862,-0.726698
6.64049,6.71644,-0.651291
6.81194,6.55975,-0.652164
6.58399,6.26278,-0.625186
6.61358,6.21407,-0.624313
6.65158,6.17337,-0.624313
9.50144,2.87763,-0.686486
5.54896,-6.68371,-0.596027
3.89786,8.50162,-0.754416
3.95584,8.35588,-0.745304
3.98846,8.29284,-0.741676
4.04671,8.28343,-0.74311
4.1165,8.29683,-0.746738
4.17529,8.04014,-0.72961
5.05537,4.30388,-0.524667
5.09389,4.28304,-0.526017
5.10934,4.24279,-0.524836
5.00198,4.10206,-0.510239
5.09932,4.0272,-0.512686
8.12675,2.90442,-0.693245
8.17263,2.86439,-0.695777
8.33235,2.86307,-0.708517
2.46806,6.15948,-0.609397
3.021,7.15561,-0.719756
3.05072,7.10401,-0.716262
3.15231,6.98315,-0.709467
3.9602,8.63188,-0.888449
3.61706,6.56157,-0.692967
4.51689,4.34761,-0.573678
4.64012,4.41173,-0.586684
4.65622,4.37295,-0.585228
4.62971,4.29488,-0.578143
4.62296,4.23612,-0.573775
4.61492,4.17695,-0.56931
4.64047,4.14855,-0.56931
5.01753,4.26887,-0.604738
5.068,4.2585,-0.607844
4.62344,3.78898,-0.545239
5.32558,3.99498,-0.611532
5.98077,1.18535,-0.556886
6.10163,-1.41396,-0.573096
4.40906,4.24668,-0.631436
5.16811,4.13327,-0.685674
5.01883,3.71949,-0.645131
4.52173,3.26594,-0.571981
4.52549,3.22659,-0.569807
6.77258,2.85123,-0.765563
5.97652,1.22479,-0.629153
5.97612,1.18655,-0.628284
5.98036,1.1493,-0.627958
6.08897,-1.40888,-0.645457
2.5364,-5.12135,-0.58698
2.50014,-5.12699,-0.585785
3.82504,2.98054,-0.553008
3.81966,2.93885,-0.549378
3.8471,2.92256,-0.55083
4.54041,3.31948,-0.647511
4.55104,3.28459,-0.646059
4.5509,3.2422,-0.643034
4.57395,3.2165,-0.643518
4.60991,3.1997,-0.645938
5.54851,2.91725,-0.726042
5.56894,2.88452,-0.726405
5.7139,2.87125,-0.74141
5.77945,2.85992,-0.747944
5.87362,2.86181,-0.75835
5.95767,1.21881,-0.703173
5.95335,1.17991,-0.701721
5.96048,1.14336,-0.701721
6.09411,-1.37287,-0.72338
6.08073,-1.40912,-0.722775
6.0739,-1.44687,-0.723017
2.51419,-5.08111,-0.652956
2.49558,-5.12231,-0.656465
1.42854,4.06914,-0.539427
1.4488,4.04723,-0.537568
1.47429,4.04013,-0.537834
1.49421,4.018,-0.535975
2.3069,3.54481,-0.528274
3.34773,3.87966,-0.64817
3.96549,3.54885,-0.674592
4.09865,3.32067,-0.668352
3.89493,3.03862,-0.623474
3.92877,2.9882,-0.622943
5.40622,2.84596,-0.780149
5.96457,1.22343,-0.77736
5.93307,1.17908,-0.772049
5.94798,1.14415,-0.773112
2.56869,-5.10529,-0.727304
2.51664,-5.07922,-0.721064
2.48673,-5.09723,-0.721462
2.45626,-5.11418,-0.721728
1.45147,4.04675,-0.591757
1.47525,4.03498,-0.591321
1.50102,4.02863,-0.591757
2.03163,3.85049,-0.599734
2.14466,3.88957,-0.612643
2.14095,3.1986,-0.52576
2.14721,3.16575,-0.522279
2.15987,3.14273,-0.520538
2.17516,3.12373,-0.519523
2.19258,3.1079,-0.519088
2.4781,3.21066,-0.556075
2.49045,3.18604,-0.554334
2.50197,3.16061,-0.552449
2.51513,3.13748,-0.550998
2.52872,3.11507,-0.549693
2.5459,3.0972,-0.549258
3.80516,3.11812,-0.682701
3.82653,3.09659,-0.683136
3.85009,3.07676,-0.684006
3.87123,3.05491,-0.684442
3.9016,3.04023,-0.686617
3.88961,2.99269,-0.68096
3.87402,2.94303,-0.674723
3.99014,2.99284,-0.692709
4.78008,2.86047,-0.778142
4.85037,2.86227,-0.787135
2.02109,3.894,-0.657755
2.02837,3.85007,-0.652111
2.05522,3.84365,-0.653209
2.07075,3.81621,-0.650543
2.10175,3.81727,-0.653052
2.13092,3.81465,-0.654933
2.13295,3.14923,-0.565099
2.1472,3.12876,-0.563688
2.16241,3.10985,-0.56259
2.18031,3.09491,-0.562277
2.19926,3.08147,-0.562277
2.2297,3.08392,-0.565412
2.50034,3.16275,-0.601315
2.50859,3.13347,-0.598493
2.52279,3.11188,-0.597238
2.53996,3.09405,-0.596768
2.55448,3.07309,-0.595671
2.5771,3.0619,-0.596611
4.00199,2.89166,-0.745081
4.03896,2.88081,-0.748844
4.62603,2.8494,-0.823784
4.68901,2.84865,-0.832251
2.14005,3.1127,-0.606808
2.14841,3.08414,-0.603607
2.15934,3.05963,-0.601248
2.17521,3.04231,-0.600406
2.1869,3.01932,-0.598384
2.52312,3.18621,-0.655839
2.50995,3.1299,-0.646909
2.51606,3.09837,-0.64337
2.52376,3.06916,-0.640338
2.53876,3.04907,-0.639327
2.55933,3.0357,-0.639832
2.58175,3.02444,-0.640843
2.76421,2.93358,-0.65011
2.79984,2.93512,-0.654491
2.81301,2.91292,-0.653311
2.89902,2.9654,-0.669992
2.88528,2.91532,-0.662241
3.60278,2.9144,-0.753225
3.61366,2.8867,-0.751709
3.65065,2.87974,-0.755921
4.43982,2.8442,-0.862407
4.47302,2.82691,-0.865608
2.21625,3.54392,-0.725812
2.12911,3.10009,-0.649131
2.1509,3.09101,-0.650031
2.16132,3.06569,-0.647331
2.16637,3.03316,-0.64301
2.17975,3.01264,-0.64139
2.23367,3.0476,-0.652371
2.53299,3.12224,-0.696652
2.52525,3.07395,-0.688911
2.52959,3.04101,-0.684771
2.53616,3.01114,-0.681351
2.54565,2.98504,-0.678831
2.55042,2.95373,-0.675051
2.55813,2.92618,-0.672171
2.73963,2.91025,-0.692332
2.76829,2.90478,-0.695212
2.79768,2.89977,-0.698272
2.88759,2.95643,-0.717172
2.8704,2.90299,-0.707992
3.33777,2.87628,-0.767213
3.53682,2.86352,-0.793674
2.1481,3.0837,-0.695331
2.51413,2.98205,-0.723147
2.51582,2.94715,-0.71816
2.51589,2.91087,-0.712788
2.52401,2.88429,-0.709911
2.5358,2.86214,-0.708184
2.55725,2.85091,-0.709335
2.61625,2.88095,-0.721421
2.69231,2.92844,-0.738303
2.74756,2.9159,-0.743866
2.76675,2.90041,-0.74425
2.81244,2.91233,-0.752115
2.83643,2.90133,-0.753841
2.87281,2.90271,-0.759021
