x,y,z
13.4234,9.70159,-0.558985
13.508,9.51255,-0.557512
14.9847,2.98002,-0.512795
15.2421,2.9341,-0.521566
15.1695,2.8237,-0.518259
15.1117,2.71713,-0.515527
15.2384,2.64348,-0.519553
15.4919,2.58963,-0.528216
15.4078,2.4785,-0.524585
15.2252,2.35339,-0.517396
15.2117,2.25582,-0.516389
16.2246,1.89944,-0.550826
16.5379,1.83332,-0.561753
16.6761,1.74512,-0.566354
17.3111,1.70424,-0.588929
15.9305,0.194853,-0.536304
15.9254,0.0970649,-0.536088
13.4906,-9.01497,-0.546872
13.4384,-9.09982,-0.547015
9.80114,7.35621,-0.555978
11.7126,3.70509,-0.557427
11.7686,3.56455,-0.558007
11.8115,3.41987,-0.558007
11.6141,3.28559,-0.547037
11.841,3.27147,-0.557427
12.1943,3.1287,-0.572167
12.1493,3.03782,-0.568977
12.1075,2.94856,-0.565981
12.2148,2.89542,-0.570427
11.9851,2.76339,-0.558152
12.2699,2.74989,-0.571442
12.2124,2.6584,-0.567769
12.5421,2.64972,-0.583282
12.5846,2.57813,-0.584587
9.84763,-7.40408,-0.559167
4.24999,8.43912,-0.532509
4.3176,8.44398,-0.534615
4.38221,8.44214,-0.5363
4.44789,8.44158,-0.538105
8.80821,2.37761,-0.512891
8.81684,2.32199,-0.51253
10.8423,2.22359,-0.630117
10.8434,0.463812,-0.617179
10.8301,0.396685,-0.616216
10.7736,-2.14528,-0.625122
5.03631,-8.17707,-0.541836
4.98864,-8.21208,-0.542137
1.76637,8.58388,-0.601626
1.80287,8.49678,-0.595954
1.85497,8.48556,-0.595954
1.90919,8.48375,-0.596681
1.96256,8.4777,-0.597118
2.01754,8.47812,-0.598063
2.07284,8.47914,-0.599081
2.12604,8.4711,-0.599445
2.17922,8.46272,-0.599808
2.23467,8.46269,-0.600826
2.2941,8.47674,-0.602935
2.35273,8.48654,-0.604753
2.41184,8.49689,-0.606643
2.46754,8.49438,-0.607589
2.52246,8.48864,-0.608316
2.57942,8.48922,-0.609552
2.64033,8.50181,-0.611734
2.69486,8.49306,-0.612315
2.75215,8.49249,-0.613551
2.80828,8.48776,-0.614497
2.86158,8.47414,-0.614788
2.92067,8.47717,-0.616387
2.97758,8.47321,-0.617478
3.03894,8.48107,-0.619514
3.10015,8.48756,-0.621478
3.15739,8.4824,-0.622568
3.21327,8.47312,-0.623368
3.27382,8.47558,-0.625113
3.33197,8.47111,-0.62635
3.39463,8.47736,-0.628458
3.45637,8.48038,-0.630349
3.51215,8.46823,-0.631076
3.57296,8.46765,-0.632749
3.63783,8.47582,-0.635148
3.70891,8.49721,-0.638638
3.77514,8.5062,-0.641184
3.83997,8.51106,-0.643438
3.90833,8.5227,-0.646274
