x,y,z
6.51682,16.0082,-0.584939
7.49396,16.0977,-0.601941
7.60498,16.0776,-0.602983
7.72081,16.0666,-0.604421
7.329,14.1245,-0.535621
8.17485,15.0694,-0.579906
8.24981,14.9874,-0.578612
11.0498,16.318,-0.672108
11.1611,16.2664,-0.672827
11.3155,16.0653,-0.670059
11.3175,15.6563,-0.658125
11.3047,15.4382,-0.651511
11.1974,15.0965,-0.639325
11.3408,15.0954,-0.64238
11.2619,14.8005,-0.632208
11.3074,14.6725,-0.629548
11.4132,14.6233,-0.630482
11.4228,14.4519,-0.625845
11.4619,14.3199,-0.623005
11.3721,14.0304,-0.612869
11.3584,13.839,-0.607225
11.424,13.746,-0.606147
11.4598,13.6183,-0.603451
11.3572,13.3294,-0.593134
11.6329,13.3185,-0.599317
11.6244,13.1451,-0.594428
11.7902,13.1688,-0.599029
11.8969,13.1251,-0.600431
12.0063,13.0835,-0.601977
11.8415,12.746,-0.589036
11.9174,12.6709,-0.588929
11.8571,12.4528,-0.581739
11.857,12.3007,-0.577785
12.1012,12.4008,-0.586484
11.9438,12.0903,-0.57455
12.2164,12.2153,-0.584651
12.2257,12.0755,-0.581344
12.2688,11.9703,-0.579798
12.1621,11.7214,-0.570812
12.3207,11.7293,-0.575125
12.4084,11.6685,-0.575916
12.4893,11.601,-0.576383
12.48,11.4505,-0.572465
12.1946,11.0516,-0.555211
11.6754,10.4513,-0.526886
11.7393,10.3795,-0.526886
12.2597,10.7063,-0.548705
12.1972,10.5205,-0.54263
12.2661,10.4494,-0.542846
12.3782,10.4145,-0.54511
12.4649,10.3575,-0.546189
12.254,9.80658,-0.527784
12.2088,9.64818,-0.522968
12.2851,9.58661,-0.523758
12.3952,9.5507,-0.526095
12.4138,9.44421,-0.524298
15.0002,5.68004,-0.540186
15.0329,5.58719,-0.540114
15.0472,5.48766,-0.539359
15.0947,5.40027,-0.539898
15.1342,5.30987,-0.54015
15.1419,5.20846,-0.539215
16.3618,3.14962,-0.56258
16.9812,3.16089,-0.584543
16.5546,-3.29365,-0.57038
12.4516,-9.35447,-0.523435
12.7626,-12.1521,-0.597124
12.6619,-12.2052,-0.59583
12.9814,-13.1429,-0.627714
12.9033,-13.2252,-0.627858
12.7734,-13.2537,-0.625342
12.6553,-13.2935,-0.623437
