x,y,z
4.84435,18.8447,-0.663121
4.95173,18.7837,-0.661971
5.06012,18.7279,-0.661036
6.5259,17.2296,-0.625953
6.56701,15.062,-0.554277
7.8169,17.6325,-0.65701
7.50733,16.6576,-0.620453
7.671,16.7457,-0.625773
7.79427,16.7427,-0.627535
8.02207,16.9593,-0.638067
7.19183,14.9659,-0.560495
8.10332,16.6009,-0.627714
8.21391,16.5688,-0.628433
7.61079,15.1184,-0.57207
8.48802,16.6064,-0.634077
8.54833,16.4742,-0.630842
8.60734,16.3419,-0.627606
8.38283,15.6815,-0.60284
8.48175,15.6351,-0.603055
8.57222,15.5731,-0.60266
8.78067,15.7226,-0.610999
8.71096,15.3754,-0.598886
9.09146,15.8199,-0.619555
9.25379,15.8761,-0.624228
9.35967,15.8336,-0.624839
9.47926,15.8136,-0.62642
9.70484,15.9669,-0.635335
9.63433,15.634,-0.623796
9.64323,15.4356,-0.617901
9.95859,15.7248,-0.632747
10.1019,15.7366,-0.635874
9.37742,14.4128,-0.581739
10.4527,15.8517,-0.646227
10.4165,15.5878,-0.637599
10.6189,15.6817,-0.644465
10.6652,15.5437,-0.641302
10.7107,15.4066,-0.638175
10.7602,15.2768,-0.635371
10.9965,15.4106,-0.644214
11.321,15.6612,-0.65834
11.418,15.593,-0.658412
11.2932,15.2257,-0.645112
11.6745,15.5396,-0.662366
11.8108,15.5218,-0.664811
11.9833,15.5495,-0.669376
11.9949,15.3686,-0.664487
12.0995,15.308,-0.665098
12.3131,15.3833,-0.672
12.4104,15.3113,-0.67218
12.5751,15.3214,-0.676206
13.423,8.84949,-0.541552
15.2239,6.74753,-0.562221
17.0627,2.10374,-0.581631
3.34075,14.849,-0.69946
3.31652,14.33,-0.674716
3.5352,14.8594,-0.702069
3.48691,14.2669,-0.673653
3.85765,14.9843,-0.711686
4.07728,14.3672,-0.685638
4.33418,13.9585,-0.670222
4.39951,13.8678,-0.666984
4.51346,13.9299,-0.671527
4.58693,13.8659,-0.66969
4.6256,13.7003,-0.662683
4.75576,13.8057,-0.669545
4.85031,13.8046,-0.670995
4.95176,13.8216,-0.673412
5.03065,13.775,-0.67259
5.13075,13.786,-0.674765
5.21277,13.7477,-0.674426
5.32761,13.7946,-0.678534
5.42129,13.7849,-0.679742
5.5143,13.7727,-0.680854
5.64469,13.8515,-0.68675
5.7093,13.7677,-0.684188
5.78823,13.7195,-0.683512
5.81087,13.5405,-0.675973
5.87347,13.4579,-0.673508
5.96322,13.4381,-0.674378
6.12688,13.5815,-0.683947
6.22758,13.5818,-0.685977
6.41287,13.7625,-0.697672
6.44763,13.6181,-0.692066
6.48604,13.4847,-0.68704
6.70018,13.7139,-0.701538
6.82016,13.745,-0.705452
6.89673,13.6877,-0.704631
6.92191,13.5304,-0.698397
6.99329,13.4655,-0.697188
7.16054,13.5832,-0.705984
7.26401,13.5769,-0.708062
7.36863,13.5715,-0.710237
7.36695,13.3721,-0.701731
7.36115,13.1697,-0.693032
7.44773,13.1347,-0.693612
7.72188,13.4256,-0.712411
7.82977,13.422,-0.714876
7.9969,13.5172,-0.722947
8.18553,13.6444,-0.732902
8.31166,13.6639,-0.736865
