x,y,z
13.5616,7.24815,-0.516353
13.8465,7.18334,-0.524333
14.3365,6.14488,-0.524298
14.2507,5.2965,-0.510099
14.6694,4.74585,-0.517827
14.9312,4.52868,-0.524477
14.953,4.43528,-0.524262
15.217,4.41218,-0.53314
14.9406,4.13397,-0.520847
15.04,4.06228,-0.523615
15.198,4.00506,-0.528575
15.2426,3.91696,-0.52933
15.3681,3.84885,-0.533104
15.3983,3.75614,-0.533356
15.4337,3.66458,-0.533823
15.4607,3.57094,-0.534003
15.5272,3.48608,-0.535657
15.6264,3.40777,-0.538532
16.9988,3.16418,-0.58519
17.0356,3.063,-0.585837
17.1427,2.97378,-0.589072
17.343,2.89902,-0.595722
17.7522,2.85555,-0.609993
16.0901,1.38492,-0.54414
16.0923,1.28569,-0.543924
12.9182,-9.2179,-0.534075
12.7674,-9.22907,-0.529905
12.8178,-9.38577,-0.534686
7.71153,10.6596,-0.599617
8.43972,9.77573,-0.587922
8.52386,9.75159,-0.58971
8.61862,9.73875,-0.592271
8.7082,9.71917,-0.594446
8.7878,9.68775,-0.595895
9.08825,9.8963,-0.613148
9.18008,9.874,-0.615371
9.28088,9.8604,-0.618222
9.52461,9.87374,-0.626825
9.64502,9.87658,-0.630981
9.76302,9.87546,-0.634943
12.022,11.7212,-0.775429
12.08,11.6341,-0.774511
12.1888,11.5955,-0.777024
12.3078,11.5657,-0.780214
12.4019,11.5117,-0.78176
11.7693,7.75306,-0.644947
11.9064,7.63555,-0.647412
11.0316,6.88485,-0.592223
12.2416,3.46319,-0.578595
12.2521,3.38509,-0.578063
12.3334,3.32624,-0.581107
13.0384,3.43077,-0.615371
9.25897,-8.09334,-0.558056
9.19941,-8.14139,-0.557427
3.95541,8.49312,-0.527695
4.07822,8.35161,-0.523181
4.12406,8.3157,-0.522459
4.09868,8.13868,-0.512229
8.57154,11.5522,-0.830087
8.63206,11.4859,-0.829063
8.70238,11.4327,-0.829063
8.64864,11.2186,-0.816847
8.58092,10.3216,-0.772075
8.25581,9.80752,-0.735728
8.31778,9.75896,-0.735909
8.5482,7.18968,-0.636255
8.56451,7.11414,-0.634088
8.20315,4.91456,-0.539369
8.19533,4.84179,-0.536721
8.18866,4.77031,-0.534194
8.17883,4.69761,-0.531486
8.17883,4.63111,-0.5295
8.17746,4.5643,-0.527454
8.15108,4.48421,-0.523723
8.14159,4.41413,-0.521196
8.13947,4.34857,-0.51921
8.14126,4.28553,-0.517525
8.25425,4.28052,-0.523422
8.30258,4.24114,-0.524926
11.0949,2.92184,-0.654549
11.0732,1.2257,-0.63451
11.0527,1.15482,-0.632825
11.0047,-1.70377,-0.634209
11.0167,-1.77492,-0.635593
3.9475,8.47053,-0.644019
3.95758,8.35781,-0.636893
4.00749,8.33067,-0.636675
4.09924,8.38927,-0.643438
4.14044,8.34341,-0.641765
6.43076,8.12949,-0.718408
6.55097,8.17784,-0.726625
6.64281,6.16523,-0.623441
9.25706,2.99069,-0.671942
9.45945,2.8649,-0.683286
5.55406,-6.68985,-0.596609
3.89786,8.50162,-0.754416
3.95584,8.35588,-0.745304
3.99494,8.30631,-0.742941
4.05721,8.30492,-0.745135
4.11296,8.28969,-0.746063
4.12134,8.05674,-0.728767
4.16473,8.0198,-0.72767
5.65859,4.81736,-0.591744
5.08321,4.27406,-0.524836
5.10934,4.24279,-0.524836
