x,y,z
9.09526,15.6041,-0.612905
9.27373,15.4707,-0.612042
9.24286,15.2069,-0.603343
11.1509,16.2515,-0.67218
10.7364,15.4435,-0.639792
11.3977,15.7673,-0.663049
11.3932,15.3605,-0.651151
11.9531,15.9104,-0.679045
12.059,15.8478,-0.679549
12.1523,15.7688,-0.679333
11.8067,15.1275,-0.653488
11.9006,15.0564,-0.65356
11.5194,14.3917,-0.626312
11.7465,14.4923,-0.634256
11.879,14.4732,-0.636737
11.3786,13.6915,-0.603595
11.4778,13.6397,-0.604457
12.1745,14.2886,-0.638462
12.4153,14.3915,-0.646909
11.8091,13.5202,-0.60895
11.9528,13.5164,-0.612257
12.0955,13.5098,-0.615493
12.2955,13.3986,-0.617362
11.8305,12.5785,-0.584363
11.9067,12.5049,-0.584327
11.9895,12.4381,-0.584651
13.6266,8.62819,-0.543385
13.3168,8.09255,-0.523758
13.3671,8.0112,-0.523794
15.1448,8.33478,-0.585046
14.1819,7.69189,-0.543565
14.2747,7.62922,-0.545434
15.4566,8.13934,-0.591589
14.0284,7.27768,-0.531702
14.119,7.21511,-0.533572
14.4094,7.25234,-0.543493
15.8156,7.361,-0.590726
15.8396,7.25424,-0.589899
15.7845,7.11217,-0.585981
16.1924,7.17675,-0.600323
16.1161,7.02495,-0.595614
16.5346,7.08694,-0.610316
16.7951,7.07693,-0.6188
16.8659,6.98522,-0.619878
16.9982,6.91814,-0.623365
17.3995,6.95729,-0.637276
17.4772,6.86428,-0.638642
17.4863,6.74433,-0.637384
17.4994,6.62629,-0.636305
17.49,6.50034,-0.6344
17.4873,6.3775,-0.632783
17.4932,6.25829,-0.631525
17.4898,6.13628,-0.629943
17.4969,6.01845,-0.628793
17.4937,5.89757,-0.627283
17.4916,5.77759,-0.625845
17.4934,5.65938,-0.624587
17.4945,5.54138,-0.623329
17.4795,5.41884,-0.621496
17.478,5.30104,-0.620202
17.4872,5.18688,-0.619339
17.5072,5.07614,-0.618908
17.5351,4.96781,-0.6188
17.5595,4.85852,-0.618584
17.5803,4.74835,-0.618261
17.6052,4.63937,-0.618117
17.6508,4.53573,-0.618764
17.6938,4.43123,-0.619339
18.2109,4.44217,-0.637492
19.0692,4.52771,-0.668225
13.5578,-9.54936,-0.55974
13.4599,-9.6045,-0.558015
13.3433,-9.64534,-0.555463
13.2354,-9.69161,-0.553306
13.1516,-9.75478,-0.552228
13.0724,-9.82088,-0.551365
12.9896,-9.88396,-0.550358
12.9042,-9.94457,-0.549244
10.3729,-11.7318,-0.526526
10.2843,-11.7764,-0.525628
3.96405,15.0154,-0.714441
4.35595,14.6617,-0.703084
4.49082,14.7828,-0.710575
6.5814,12.1214,-0.630401
6.78914,12.3231,-0.643787
7.01242,11.8529,-0.629386
7.02798,11.7145,-0.624022
7.10803,11.6848,-0.624795
7.34543,11.5892,-0.626921
7.45959,11.6111,-0.630787
6.81046,9.91767,-0.545152
6.8883,9.90029,-0.546602
6.95928,9.87254,-0.547472
6.98374,9.77925,-0.544476
8.09202,11.1857,-0.631029
7.10381,9.69362,-0.544524
7.17565,9.66669,-0.545539
8.36136,11.1211,-0.636248
11.291,7.24081,-0.612037
11.403,6.92368,-0.608509
13.1241,6.70067,-0.676021
13.2185,6.64694,-0.678921
13.4077,6.6393,-0.686943
13.6457,6.65322,-0.697575
13.7934,6.62081,-0.703326
13.6739,6.46052,-0.694772
13.658,6.3508,-0.691824
13.6822,6.26023,-0.691051
13.6748,6.15565,-0.688635
13.6603,6.04857,-0.68588
13.6468,5.94271,-0.683222
13.6417,5.84116,-0.681047
13.5889,5.72014,-0.676408
13.5859,5.62099,-0.674426
13.5961,5.52774,-0.67317
14.5617,4.11977,-0.695255
15.0257,4.15168,-0.717292
5.68747,-10.1952,-0.5279
5.62481,-10.2299,-0.5279
3.22108,14.3298,-0.84832
3.5147,12.1104,-0.723091
3.59292,12.102,-0.723933
5.43448,10.7909,-0.691257
6.49609,9.46427,-0.65491
5.96214,7.35349,-0.533592
6.51291,7.27218,-0.551405
7.52074,7.61051,-0.607911
7.57224,7.56916,-0.608333
11.2199,3.85732,-0.678138
