x,y,z
11.5169,9.93376,-0.510315
11.8024,9.93,-0.518043
11.8915,9.88103,-0.519373
12.0369,9.87761,-0.523327
12.1408,9.8388,-0.52534
13.5784,7.2571,-0.517036
13.8623,7.29983,-0.526778
13.9636,7.24409,-0.529078
14.8482,4.80367,-0.524585
14.8968,4.51824,-0.523183
14.953,4.43528,-0.524262
15.1498,4.3927,-0.530624
14.9637,4.14037,-0.521709
15.068,4.06984,-0.524657
15.2096,4.00812,-0.529006
15.2174,3.91049,-0.528395
15.3662,3.84836,-0.533032
15.3944,3.75519,-0.533212
15.4366,3.66528,-0.533931
15.4607,3.57094,-0.534003
15.4989,3.47973,-0.534614
16.3841,3.57299,-0.566426
16.3441,3.45936,-0.564162
16.3582,3.3576,-0.56391
16.8529,3.35149,-0.581308
16.8505,3.24368,-0.580481
17.0106,3.16637,-0.585621
17.0366,3.06318,-0.585873
17.0965,2.96576,-0.587383
17.3469,2.89968,-0.595866
17.7324,2.85238,-0.609274
16.1259,1.38801,-0.545434
16.0744,1.28426,-0.543277
15.3449,-1.70234,-0.518582
12.9344,-9.22951,-0.534794
12.7577,-9.22205,-0.529474
7.75161,10.8547,-0.608412
7.70626,10.6524,-0.599182
7.84161,10.4297,-0.594397
8.43906,9.77498,-0.587873
8.4956,9.71925,-0.587632
8.61862,9.73875,-0.592271
8.71153,9.72289,-0.594687
8.81531,9.71808,-0.597877
12.0191,11.7184,-0.775236
12.1066,11.6597,-0.776299
12.2221,11.6272,-0.779247
12.3398,11.5958,-0.78234
12.4378,11.545,-0.784128
12.0164,9.97747,-0.718742
12.0789,9.90482,-0.718839
12.1604,9.84749,-0.720144
11.8737,7.61452,-0.645527
10.7056,6.77295,-0.575985
11.0215,6.8785,-0.591643
13.0403,3.43127,-0.615468
13.0601,3.26566,-0.614405
9.25597,-8.09071,-0.557862
9.20689,-8.14801,-0.557911
3.95541,8.49312,-0.527695
4.0734,8.34174,-0.522519
4.10854,8.2844,-0.520353
8.33332,9.77719,-0.737353
6.85668,6.2891,-0.523783
8.57756,7.12498,-0.635111
8.63887,7.08677,-0.636496
8.18317,4.63357,-0.529801
8.17048,4.56041,-0.526973
8.15633,4.48709,-0.524084
8.14598,4.41651,-0.521496
8.13154,4.34434,-0.518668
8.14391,4.28692,-0.517705
8.25513,4.28098,-0.523482
8.30436,4.24205,-0.525047
11.0732,1.2257,-0.63451
11.0626,1.15586,-0.633426
10.9712,-1.69858,-0.632163
10.9595,-1.76571,-0.632103
4.08523,8.36059,-0.641111
6.65158,6.17337,-0.624313
5.95792,5.46175,-0.551961
9.25612,2.99038,-0.67187
9.51004,2.88023,-0.68714
5.54195,-6.67527,-0.595227
3.89786,8.50162,-0.754416
3.94049,8.32346,-0.742266
4.00401,8.32517,-0.744713
4.05939,8.30939,-0.745557
4.1165,8.29683,-0.746738
4.12906,8.07182,-0.730201
4.17897,8.04721,-0.730285
5.0622,4.30969,-0.525426
5.08931,4.27919,-0.525511
5.09478,4.2307,-0.523233
5.05739,4.04472,-0.51083
8.12113,2.90241,-0.692739
8.18768,2.86966,-0.697127
8.32387,2.86016,-0.707758
2.47768,6.18351,-0.61192
3.01636,7.1446,-0.718591
3.0413,7.08206,-0.713932
2.62123,5.90254,-0.59212
3.1126,6.89515,-0.700052
3.94527,8.59931,-0.884955
4.48104,4.31309,-0.568825
4.64228,4.41379,-0.586975
4.65477,4.37159,-0.585034
4.65013,4.31383,-0.580861
4.61782,4.23142,-0.573096
4.61345,4.17561,-0.569116
4.6464,4.15386,-0.570087
5.05087,4.29726,-0.609008
5.07867,4.26747,-0.609203
4.51261,3.69812,-0.531262
5.30647,3.98064,-0.609203
4.67031,3.24163,-0.516703
4.68847,3.21179,-0.516509
5.96906,1.18303,-0.555722
6.10163,-1.41396,-0.573096
5.01005,3.71298,-0.643936
4.43662,3.24608,-0.563176
4.44356,3.20948,-0.561437
5.80183,3.05289,-0.678935
6.47808,2.86876,-0.73676
5.97652,1.22479,-0.629153
5.97612,1.18655,-0.628284
5.96865,1.14705,-0.626653
6.09091,-1.40933,-0.645675
2.53684,-5.12224,-0.587089
2.50362,-5.13413,-0.586654
3.82504,2.98054,-0.553008
3.81966,2.93885,-0.549378
3.84473,2.92076,-0.550467
4.42825,3.23744,-0.630571
4.44722,3.20963,-0.63045
5.45559,2.99784,-0.720718
5.4896,2.97282,-0.722896
5.70503,2.86679,-0.7402
5.79546,2.86784,-0.750122
5.86827,2.8592,-0.757624
5.96253,1.2198,-0.703778
5.9514,1.17953,-0.701479
5.96048,1.14336,-0.701721
6.09798,-1.37375,-0.723864
6.06816,-1.40621,-0.721202
6.0739,-1.44687,-0.723017
2.54546,-5.14427,-0.661548
2.49645,-5.1241,-0.656707
1.41737,4.03734,-0.534913
1.44646,4.0407,-0.536639
1.47667,4.04665,-0.538763
2.50499,3.33361,-0.520307
2.51099,3.29925,-0.517121
2.52876,3.28064,-0.51659
2.54824,3.26429,-0.516457
2.57621,3.2587,-0.518183
3.31664,3.84365,-0.641797
4.30462,3.5759,-0.711371
3.84256,2.99778,-0.614578
3.85696,2.97112,-0.613914
3.87038,2.9438,-0.613117
4.62404,3.21319,-0.716018
4.91695,2.94596,-0.729561
4.94176,2.91977,-0.730624
4.95273,2.8854,-0.729561
5.41236,2.84919,-0.781078
5.93016,1.1785,-0.771651
5.95382,1.14527,-0.773908
2.57448,-5.1168,-0.72903
2.52192,-5.08987,-0.722657
2.48369,-5.091,-0.720533
2.47085,-5.14456,-0.726242
1.42825,4.06024,-0.592482
1.44746,4.03557,-0.590016
1.4705,4.02197,-0.589291
2.0344,3.85574,-0.600604
2.11773,3.24951,-0.530112
2.13273,3.22902,-0.528806
2.1492,3.21094,-0.527936
2.1672,3.19523,-0.527501
2.1834,3.17698,-0.52663
2.21981,3.18789,-0.530982
2.49025,3.30963,-0.568694
2.50272,3.28405,-0.566808
2.5198,3.26472,-0.566083
2.54161,3.25153,-0.566518
2.5652,3.24053,-0.567389
3.82582,3.13506,-0.686617
3.82191,3.09285,-0.682266
3.83618,3.06563,-0.681396
3.88598,3.06656,-0.687197
3.89302,3.03354,-0.685022
3.89196,2.9945,-0.681396
3.88348,2.95021,-0.676464
3.97431,2.98096,-0.689808
4.95378,2.84193,-0.798739
1.45101,4.0534,-0.644743
1.46671,4.01937,-0.64051
1.48343,3.98901,-0.636904
1.52608,4.02785,-0.645056
2.03292,3.91679,-0.661831
2.02607,3.8457,-0.651327
2.12562,3.80517,-0.653209
2.12526,3.26577,-0.579836
2.1371,3.2403,-0.577484
2.14981,3.21645,-0.575446
2.16286,3.19339,-0.573565
2.18185,3.17924,-0.573408
2.20357,3.16904,-0.574035
2.49021,3.31395,-0.619344
2.50153,3.28682,-0.616993
2.52044,3.26985,-0.616679
2.54228,3.25665,-0.617149
2.5665,3.24642,-0.618247
3.93288,2.91585,-0.738497
4.14457,2.88006,-0.762484
2.1292,3.26587,-0.627532
2.1416,3.24123,-0.625174
2.15267,3.21492,-0.622478
2.16572,3.19186,-0.620456
2.18806,3.18257,-0.621298
2.29258,3.29124,-0.64674
2.50765,3.28934,-0.668138
2.51695,3.25985,-0.665105
2.53448,3.24124,-0.664432
2.55493,3.2264,-0.6646
2.76826,2.93789,-0.651121
2.8012,2.93654,-0.654828
2.8089,2.90866,-0.6523
3.56729,2.92208,-0.74935
3.58362,2.89889,-0.749013
3.60134,2.87685,-0.749013
3.64446,2.87485,-0.754573
3.69858,2.88091,-0.762492
3.7568,2.88942,-0.771254
3.79722,2.88361,-0.77614
3.96436,2.85993,-0.796696
4.01796,2.86129,-0.804278
4.06608,2.85813,-0.81068
4.26947,2.84721,-0.838313
4.31567,2.83993,-0.84421
4.47635,2.82902,-0.866282
0.982324,3.03115,-0.544008
0.996576,3.01199,-0.541488
1.01661,3.01048,-0.542388
1.03314,2.9986,-0.541308
2.12913,3.22577,-0.668211
2.14232,3.20284,-0.666051
2.15531,3.17986,-0.663891
2.17144,3.16171,-0.662811
2.21496,3.18305,-0.670551
2.75311,2.92457,-0.695932
2.7744,2.91118,-0.696832
2.79768,2.89977,-0.698272
2.85933,2.8918,-0.705112
3.14888,2.92225,-0.747053
3.34671,2.88398,-0.769373
3.37708,2.87423,-0.772433
3.52458,2.85361,-0.790794
3.57199,2.85589,-0.797814
3.65797,2.85175,-0.809694
1.00781,3.16996,-0.610923
0.973952,2.99941,-0.57716
0.991412,2.99058,-0.576584
1.00754,2.97793,-0.575241
1.03731,3.0051,-0.582147
2.1341,3.18716,-0.710486
2.81108,2.91092,-0.751731
2.84054,2.90555,-0.754992
2.86453,2.89434,-0.756719
2.89612,2.89058,-0.760556
2.92149,2.88034,-0.762666
2.94965,2.87263,-0.765543
0.974385,3.0031,-0.614949
0.99957,3.01752,-0.619414
1.5744,3.37501,-0.732462
2.48683,2.91402,-0.754584
2.53723,2.90024,-0.759253
2.56861,2.9,-0.763515
2.80091,2.8657,-0.791117
2.83152,2.86169,-0.794973
2.86358,2.85878,-0.799235
2.89292,2.85285,-0.802686
2.9244,2.84871,-0.806745
3.17691,2.83925,-0.843683
3.20676,2.83072,-0.847133
3.23366,2.81936,-0.849772
1.01203,3.11867,-0.682431
0.989421,2.98631,-0.653181
1.04241,3.08288,-0.677055
1.50624,3.22892,-0.745019
1.53145,3.23109,-0.747815
2.21951,2.91222,-0.766741
2.3441,2.88751,-0.779431
2.36798,2.88062,-0.781582
2.39622,2.8788,-0.785238
2.6961,2.86226,-0.826317
2.72709,2.8598,-0.830619
2.76086,2.85988,-0.835781
1.83272,2.92963,-0.761768
1.85066,2.91833,-0.761768
1.87222,2.91265,-0.76335
1.89591,2.91009,-0.765836
1.92178,2.91059,-0.769226
1.94448,2.90603,-0.771259
1.97485,2.91259,-0.776457
1.99268,2.90042,-0.776457
