x,y,z
14.1252,6.78638,-0.526922
14.097,6.66669,-0.524154
14.0099,6.52061,-0.519085
13.9488,6.38834,-0.515095
13.9121,6.26856,-0.512112
6.31846,-3.3305,-0.567276
6.2777,-3.3584,-0.565335
6.25084,-3.39353,-0.564744
2.89868,-6.13439,-0.536986
2.92188,-6.09146,-0.621141
2.89337,-6.12818,-0.62318
2.84481,-6.12235,-0.620656
4.79397,-0.209601,-0.546837
4.78467,-0.238619,-0.545869
2.83807,-3.50722,-0.511867
2.81278,-3.51992,-0.511141
4.80688,-0.177811,-0.60608
4.77698,-0.206061,-0.60223
4.77266,-0.235222,-0.601831
4.79488,-0.26582,-0.605018
2.83405,-3.49792,-0.564787
2.81067,-3.51293,-0.564389
2.79337,-3.53555,-0.565318
4.79545,-0.180192,-0.665005
4.77745,-0.208882,-0.662539
4.77213,-0.237996,-0.661959
4.78638,-0.268155,-0.66428
4.7751,-0.176633,-0.71984
4.768,-0.205673,-0.718899
4.75383,-0.234292,-0.716861
4.77991,-0.264989,-0.721251
2.91615,-3.55446,-0.691149
2.82653,-3.48864,-0.67406
2.8063,-3.50746,-0.674374
2.78656,-3.52694,-0.674844
2.82324,-3.49015,-0.728458
2.79993,-3.5051,-0.727952
2.78692,-3.53304,-0.730311
1.743,-1.94938,-0.566755
1.73101,-1.96003,-0.566755
1.73944,-1.99411,-0.573986
1.75375,-1.93864,-0.600129
1.73729,-1.94429,-0.598464
1.72082,-1.94982,-0.596799
1.71074,-1.96254,-0.597513
1.73298,-1.91372,-0.622648
1.72895,-1.93298,-0.625632
1.71705,-1.94355,-0.625632
1.70064,-1.94894,-0.623891
1.80311,-1.99454,-0.683548
1.74773,-1.95733,-0.666128
1.78425,-2.02304,-0.685888
1.72762,-1.93217,-0.688899
1.71063,-1.93696,-0.686731
1.76829,-1.98103,-0.739214
1.83295,1.15877,-0.622381
1.83516,1.14447,-0.620626
1.84296,1.13369,-0.620918
1.85397,1.12484,-0.622381
2.08077,1.24498,-0.700782
1.75813,-1.91906,-0.755194
1.74504,-1.92839,-0.754609
1.71852,-1.92266,-0.74788
1.70606,-1.93245,-0.747588
1.69228,-1.94072,-0.74671
1.73837,-2.01846,-0.773916
1.80987,1.15773,-0.642816
1.81372,1.14456,-0.641603
1.82313,1.13493,-0.642513
1.82763,1.12222,-0.641603
1.84018,1.11444,-0.643726
1.76735,-1.93176,-0.792377
1.74077,-1.92631,-0.785399
1.72003,-1.92701,-0.781152
1.70817,-1.93752,-0.781152
1.69875,-1.95084,-0.782366
1.71037,-1.98867,-0.793893
1.81644,1.14746,-0.668736
1.82264,1.13579,-0.668422
1.83039,1.12508,-0.668736
1.83888,1.11481,-0.669363
1.80313,1.15341,-0.692514
1.78938,1.12919,-0.684079
1.80109,1.12119,-0.686026
1.81197,1.11259,-0.687648
1.81148,1.09704,-0.684728
1.78646,1.14392,-0.711079
1.79664,1.13495,-0.712417
1.78454,1.15744,-0.739357
1.78923,1.14495,-0.738323
1.78988,1.12993,-0.735564
1.3446,-0.559811,-0.527852
0.856289,-2.22984,-0.892769
0.847196,-2.24725,-0.897872
0.828214,-2.23843,-0.892039
