x,y,z
9.43404,13.5702,-0.557727
11.6707,14.7655,-0.640224
11.7236,14.6468,-0.638067
11.7679,14.5187,-0.635479
12.4154,15.1267,-0.667147
10.6941,12.5513,-0.556361
12.2573,14.2084,-0.638211
12.3791,14.1728,-0.640116
12.1802,13.6044,-0.620058
12.2708,13.5375,-0.620453
13.3481,14.3677,-0.668657
13.3635,14.2084,-0.664847
13.4538,14.1297,-0.665026
13.575,14.0829,-0.666824
13.7184,14.058,-0.669771
13.5241,13.6899,-0.655429
13.198,13.1968,-0.63458
13.4586,13.2932,-0.643674
13.4319,13.105,-0.638246
13.4782,12.9898,-0.636557
13.549,12.8986,-0.636126
13.5966,12.7858,-0.63458
14.0167,13.0197,-0.651367
14.086,12.924,-0.650864
13.6889,12.4058,-0.62775
13.6955,12.2596,-0.624407
13.9929,12.3719,-0.635083
13.1201,11.4576,-0.589791
13.5897,11.7215,-0.608771
13.567,11.5575,-0.604313
13.3693,11.2483,-0.591696
13.8577,11.5147,-0.611323
13.9598,11.4555,-0.612797
13.8147,11.1953,-0.60284
14.0221,11.2215,-0.609238
13.984,11.051,-0.604349
14.3399,11.19,-0.617506
13.4694,10.3784,-0.574874
13.6561,10.3893,-0.580445
13.8107,10.3738,-0.584543
13.8404,10.2638,-0.583033
14.166,10.3711,-0.594752
14.2561,10.3034,-0.595938
14.1279,10.0793,-0.587491
14.3488,10.1046,-0.5945
14.5886,10.1402,-0.6023
14.6546,10.0533,-0.60248
14.6995,9.95196,-0.601761
14.7769,9.87268,-0.60248
14.8672,9.80163,-0.603774
14.9095,9.69877,-0.603019
14.957,9.59955,-0.602516
15.458,9.78773,-0.621352
15.5669,9.7234,-0.623437
15.5132,9.55798,-0.618656
15.6757,9.52593,-0.623041
15.505,9.2924,-0.613444
15.7338,9.29878,-0.620633
15.7923,9.20307,-0.620705
15.9541,9.16673,-0.62509
16.0631,9.09871,-0.627283
16.1387,9.01119,-0.62811
16.2629,8.95005,-0.630949
16.1277,8.74719,-0.623185
16.3133,8.71872,-0.628577
16.401,8.63662,-0.629979
16.5176,8.56896,-0.632567
16.6517,8.50928,-0.635874
16.7366,8.42357,-0.637204
16.8381,8.34557,-0.639217
16.9025,8.24867,-0.639756
17.1302,8.23005,-0.646838
17.2617,8.16324,-0.650073
17.384,8.0909,-0.652948
17.4333,7.98409,-0.652948
17.5394,7.90283,-0.655213
17.6862,7.83879,-0.659095
17.8356,7.77445,-0.663085
17.9501,7.6936,-0.665709
18.0393,7.60117,-0.667363
18.2601,7.56261,-0.674157
18.3617,7.47302,-0.676313
18.644,6.66997,-0.675487
18.661,6.54718,-0.674588
18.6574,6.4176,-0.672934
18.6737,6.29534,-0.672072
18.693,6.17437,-0.671353
18.7096,6.05279,-0.670562
18.7235,5.93063,-0.669699
18.6822,5.79167,-0.666788
18.6887,5.66823,-0.665709
18.727,5.55459,-0.665853
18.8759,5.47297,-0.670167
18.3367,4.95263,-0.646442
18.6015,4.9019,-0.655177
18.8442,4.84238,-0.663085
18.9821,4.75386,-0.667111
19.2867,4.70455,-0.67732
15.7592,3.43673,-0.543421
