x,y,z
10.8808,12.0041,-0.546009
10.8995,11.8775,-0.543097
10.9545,11.7913,-0.542163
10.9671,11.6606,-0.539035
10.9157,11.4642,-0.532637
10.9096,11.3179,-0.528683
10.916,11.1864,-0.525448
10.917,11.0509,-0.521997
10.9669,10.9661,-0.521098
10.9636,10.829,-0.51754
11.0113,10.7434,-0.516605
11.0943,10.6923,-0.517468
11.1698,10.6337,-0.517971
11.2487,10.5779,-0.518654
11.358,10.5502,-0.520847
11.4623,10.5168,-0.522788
11.5836,10.4979,-0.525556
11.7052,10.478,-0.528324
11.8321,10.4616,-0.531343
11.9744,10.4571,-0.535081
12.2684,10.5819,-0.546009
12.3247,10.4993,-0.545614
12.4669,10.4891,-0.54928
12.9022,10.5876,-0.563587
12.9762,10.5158,-0.564018
13.1708,10.5403,-0.570021
13.3771,10.5714,-0.576527
13.5048,10.5383,-0.579403
14.0736,10.5712,-0.596369
14.2586,10.574,-0.601761
14.6821,10.6113,-0.614846
14.9268,10.6492,-0.62279
15.1332,10.657,-0.629008
15.3608,10.6769,-0.636126
15.618,10.7141,-0.644501
15.6727,10.6108,-0.644034
15.8123,10.5644,-0.647269
15.7389,9.30183,-0.620849
15.8137,8.70288,-0.612509
16.2068,8.79007,-0.62642
16.0023,7.09253,-0.592847
15.1029,6.58332,-0.555858
15.7547,6.75271,-0.579798
15.9865,6.73624,-0.587239
15.9999,6.62655,-0.586161
16.1476,6.57195,-0.59033
15.6112,6.13146,-0.566534
15.7946,5.98083,-0.57074
15.832,5.88415,-0.570776
15.8277,5.66249,-0.5679
15.4086,5.40614,-0.55061
14.5342,4.99946,-0.516102
15.023,5.06469,-0.5335
16.2143,5.35573,-0.577462
16.4665,5.32719,-0.585765
15.4912,4.80249,-0.54662
17.3563,4.91715,-0.612114
16.2573,4.49825,-0.569985
17.9382,4.84501,-0.631596
18.0565,4.75828,-0.634903
18.3031,4.70336,-0.642991
18.7456,4.69462,-0.65834
19.0906,4.65671,-0.670059
16.6209,3.19948,-0.57207
16.6776,3.10439,-0.573436
5.20909,12.138,-0.60213
5.14526,11.789,-0.585409
5.23086,11.7874,-0.587003
5.27147,11.6849,-0.583282
5.1541,11.2402,-0.561342
5.24195,11.2491,-0.563516
5.26344,11.1165,-0.558152
5.27181,10.9598,-0.551483
5.33545,10.92,-0.551097
5.35974,10.8012,-0.546457
5.40839,10.7333,-0.544572
5.44367,10.6403,-0.541335
5.46605,10.5243,-0.53684
5.53704,10.5029,-0.537517
5.57594,10.4212,-0.534907
12.2602,14.5592,-0.883971
12.057,14.1409,-0.862176
12.1918,14.1226,-0.865752
12.2224,13.9836,-0.861645
12.6912,14.3415,-0.889626
12.9016,14.4002,-0.898518
12.989,14.32,-0.89847
10.9419,11.9152,-0.745757
11.0189,11.8522,-0.746047
11.0771,11.7691,-0.745032
11.0154,11.5606,-0.735657
11.0154,11.4195,-0.730727
11.0029,11.2673,-0.725025
11.008,11.1349,-0.720627
8.67747,8.67016,-0.556557
10.9817,10.839,-0.709608
11.0401,10.7638,-0.709077
11.1139,10.7035,-0.709608
11.1902,10.6454,-0.710333
11.2713,10.5916,-0.711397
11.3405,10.5263,-0.711686
11.4424,10.4909,-0.714151
11.5399,10.4507,-0.716326
11.7326,10.4949,-0.724686
11.8125,10.4366,-0.725701
11.9862,10.4598,-0.732757
12.2627,10.5694,-0.746337
12.3973,10.5535,-0.750783
11.2822,9.48533,-0.676215
9.11624,7.38193,-0.530606
15.4986,4.6947,-0.746578
11.6882,3.15218,-0.548777
11.5468,0.420352,-0.5221
5.26882,10.6237,-0.677777
5.33391,10.5912,-0.677777
5.34425,10.4516,-0.670556
5.4207,10.4425,-0.672181
5.52678,10.3348,-0.669413
5.58152,10.2849,-0.668329
6.48687,8.63162,-0.613809
6.52984,8.05361,-0.587932
7.49032,9.00985,-0.669232
8.27112,9.35001,-0.715448
8.37714,9.01407,-0.704737
9.02807,9.5957,-0.757151
6.50386,6.74514,-0.527755
8.91151,8.90779,-0.722489
9.1244,9.00933,-0.735909
8.97299,8.75176,-0.718517
10.663,5.36451,-0.682471
10.6966,5.29943,-0.682531
11.7093,4.76333,-0.724956
11.6801,3.15268,-0.69222
11.5413,0.42271,-0.659122
10.6916,-3.17412,-0.635232
3.72968,-8.85518,-0.542137
3.67833,-8.88528,-0.542619
5.1544,11.81,-0.902161
5.18228,11.6779,-0.894163
5.16765,11.0896,-0.854678
5.21085,11.0054,-0.85046
5.26531,10.9462,-0.848279
5.22819,10.7004,-0.830972
5.29508,10.6708,-0.83119
3.97932,7.89654,-0.607371
5.3407,10.439,-0.817593
5.38949,10.3768,-0.815193
5.44747,10.333,-0.81432
5.51595,10.309,-0.81512
4.3155,7.19239,-0.574212
4.35748,7.16237,-0.573921
4.41339,7.15502,-0.575594
5.45852,8.72957,-0.713318
5.76557,9.09607,-0.747858
5.87403,9.02046,-0.747494
5.94465,9.00755,-0.74953
5.82241,8.7056,-0.726261
5.78285,8.53265,-0.71419
6.40186,9.32252,-0.787197
6.37794,8.48257,-0.736442
6.55795,8.61151,-0.751857
6.57339,8.10341,-0.723425
6.95377,8.05424,-0.738478
7.40451,7.30778,-0.721171
7.91008,5.86106,-0.68045
9.69556,4.87506,-0.753893
9.74495,4.82522,-0.755493
9.80754,4.78151,-0.758184
9.91402,4.75836,-0.764437
10.0476,4.74687,-0.772872
7.05076,-4.53033,-0.573703
5.55367,6.12301,-0.662449
5.6282,6.12919,-0.66709
5.66231,6.09089,-0.666668
5.76309,5.97487,-0.665402
2.8049,-6.23032,-0.541036
2.75452,-6.22008,-0.538504
2.93497,6.60937,-0.667537
4.7391,6.06444,-0.712865
4.7966,6.061,-0.716068
5.96655,5.40076,-0.747127
7.00348,4.86178,-0.793717
7.04714,4.82828,-0.795367
7.10796,4.80614,-0.799055
7.17705,4.78896,-0.803714
7.6541,4.77466,-0.842054
7.9482,4.7572,-0.86564
8.02695,4.73769,-0.871269
8.17198,4.75595,-0.884373
8.27525,4.74832,-0.89272
8.39518,4.74892,-0.902912
6.65116,2.89433,-0.669672
6.6633,2.85111,-0.66909
6.72271,-0.293463,-0.618521
6.71283,-0.334313,-0.617744
2.79887,-6.22215,-0.627644
2.75258,-6.221,-0.625703
2.5276,5.60378,-0.634262
2.55614,5.57552,-0.63274
2.58064,5.539,-0.63024
3.03651,6.21582,-0.718499
3.43634,5.6497,-0.68513
3.67669,5.88104,-0.720456
3.69514,5.83066,-0.716869
6.03764,4.8286,-0.80741
6.6364,4.79309,-0.857192
6.63318,2.88888,-0.753172
6.64896,2.84734,-0.752955
6.65897,2.80341,-0.752085
6.7485,-0.292444,-0.700673
6.68899,-0.330994,-0.694369
2.53118,5.60665,-0.711764
2.56926,5.59914,-0.712853
2.58596,5.54548,-0.707771
2.58977,5.46581,-0.69918
2.7639,5.39882,-0.701237
2.79469,5.37735,-0.700632
5.07919,4.88904,-0.821272
5.1429,4.88994,-0.826959
5.16702,4.85285,-0.825991
2.77491,5.34606,-0.768597
2.80443,5.3228,-0.767668
3.45426,4.89745,-0.840077
3.47562,4.86408,-0.837901
3.50598,4.84347,-0.838046
3.69777,2.3408,-0.656031
3.73803,2.33429,-0.660891
3.68795,2.36231,-0.709755
3.69321,2.33384,-0.707902
3.70997,2.3127,-0.708407
3.66609,2.35059,-0.757853
3.6738,2.32385,-0.756413
3.6955,2.30595,-0.758033
3.74644,2.30591,-0.765953
3.66788,2.34944,-0.81216
3.68637,2.32951,-0.813119
3.71725,2.31724,-0.816956
3.77988,2.32422,-0.828082
2.91794,-1.25441,-0.581572
2.90749,-1.27111,-0.580996
2.92377,-1.23493,-0.6184
2.90354,-1.24743,-0.615558
2.89583,-1.26523,-0.615558
2.89964,-1.28814,-0.618197
2.89077,-1.22119,-0.65146
2.88951,-1.24161,-0.652966
2.88184,-1.25931,-0.652966
2.8812,-1.28014,-0.654687
3.07368,-1.27485,-0.814139
2.94801,-1.24397,-0.781312
3.01547,-1.36057,-0.809165
2.94829,-1.2254,-0.819267
2.87133,-1.21416,-0.798987
2.15363,1.43498,-0.908657
2.12418,1.3061,-0.904057
0.812873,-2.2391,-0.890217
0.797242,-2.23878,-0.888029
