x,y,z
16.1055,8.10594,-0.61179
15.6559,6.14899,-0.56826
14.7708,3.89251,-0.512687
14.7925,3.80131,-0.512615
15.8318,3.35093,-0.545326
16.1888,2.91075,-0.554888
15.4907,0.474772,-0.520703
16.1406,-1.19128,-0.545398
16.128,-1.28989,-0.545218
16.076,-1.38505,-0.543637
16.0314,-1.48036,-0.542342
15.9832,-1.57487,-0.540941
15.7417,-1.64866,-0.532565
15.2518,12.1971,-0.907942
15.3005,12.0828,-0.906347
15.2539,11.8947,-0.898953
15.2268,11.7241,-0.892864
15.2238,11.5737,-0.888321
15.2394,11.4386,-0.884986
15.2467,11.2985,-0.881217
15.232,11.0006,-0.872131
15.2245,10.7134,-0.863771
15.2317,10.5794,-0.86034
15.2395,10.4467,-0.857005
15.1896,10.1408,-0.846712
9.90204,5.68433,-0.51548
9.9828,5.64954,-0.518041
10.8113,5.85845,-0.558007
10.8462,5.79153,-0.557959
12.0075,4.29068,-0.579996
12.0958,4.07276,-0.580576
11.9754,3.95058,-0.573182
13.2721,3.49229,-0.627066
13.304,3.41352,-0.627598
13.346,3.33716,-0.628661
13.67,3.32921,-0.643787
13.7737,3.26509,-0.647943
11.5259,-0.287877,-0.520892
11.441,-0.356023,-0.516881
12.9151,-2.65704,-0.601018
12.8731,-2.73084,-0.599762
10.2884,-6.34551,-0.547907
1.86894,10.0268,-0.577762
1.93118,10.0191,-0.578003
1.99711,10.0296,-0.579387
2.0576,10.0122,-0.579086
2.12583,10.0316,-0.581072
2.20118,10.0818,-0.584984
2.26497,10.0769,-0.585525
2.33486,10.0978,-0.587692
2.40416,10.1143,-0.589617
2.43515,9.97237,-0.581734
2.49435,9.9495,-0.581253
2.55933,9.94947,-0.582215
2.69112,10.2019,-0.598945
2.95793,10.1922,-0.602676
3.02382,10.1854,-0.603398
3.08916,10.1762,-0.604
3.14859,10.1475,-0.603398
3.18454,10.0452,-0.598162
2.95674,9.13185,-0.541535
3.06411,9.26897,-0.551405
3.46373,9.86461,-0.593168
3.52957,9.8582,-0.594131
3.63723,9.96576,-0.602435
3.70492,9.96103,-0.603578
3.77517,9.96238,-0.605143
3.85923,9.99863,-0.608994
3.94425,10.0351,-0.612906
4.01613,10.0367,-0.614591
4.09345,10.0507,-0.617118
4.1604,10.0383,-0.617961
4.2382,10.0512,-0.620488
4.31829,10.0681,-0.623317
4.38558,10.0543,-0.624159
4.46459,10.0664,-0.626747
7.12589,6.7817,-0.555918
7.40162,5.99629,-0.537143
7.6976,5.92918,-0.548636
9.53963,-3.4155,-0.57373
1.79977,9.98212,-0.702192
1.93045,10.0024,-0.705392
1.99626,10.0128,-0.707064
2.05264,9.97598,-0.705246
2.11837,9.98466,-0.706846
2.183,9.98707,-0.70801
2.24073,9.95791,-0.706846
2.30292,9.94884,-0.70721
2.36461,9.93743,-0.707428
2.43714,9.97021,-0.710991
3.18422,10.036,-0.730333
2.95469,9.11776,-0.661471
3.50678,9.97973,-0.733896
3.57299,9.97211,-0.734987
3.64061,9.9678,-0.736369
3.70587,9.95649,-0.737241
3.77432,9.95315,-0.738768
3.84718,9.9605,-0.741168
3.90749,9.93485,-0.741023
4.00099,9.99217,-0.747422
4.12507,10.1217,-0.759565
4.17831,10.075,-0.757893
4.2575,10.0905,-0.761165
5.49966,6.95216,-0.60897
7.37434,6.59585,-0.684013
7.43859,6.57161,-0.68634
9.41456,3.23415,-0.688449
7.63679,1.56404,-0.531019
5.10333,6.78832,-0.681602
4.56948,5.63398,-0.576725
4.70031,5.37794,-0.567276
5.65005,4.87021,-0.594106
6.95096,3.82247,-0.634184
6.95151,3.7674,-0.63199
8.33474,3.15292,-0.717039
8.3642,3.10554,-0.717967
9.67652,2.99632,-0.820227
7.62964,1.56346,-0.62195
7.63909,1.51662,-0.62195
6.9438,-1.5172,-0.564323
2.57598,7.78082,-0.76159
2.72186,5.83706,-0.590373
