x,y,z
7.42548,17.3202,-0.641086
8.01335,18.0756,-0.674444
7.85144,17.4211,-0.650576
8.1201,17.726,-0.664559
8.38815,18.0183,-0.678147
7.91776,16.4765,-0.620777
8.05729,16.5066,-0.62394
7.47083,15.07,-0.56826
8.30823,16.5038,-0.627858
8.73123,16.5771,-0.637168
8.07422,15.1043,-0.579295
8.92923,16.4599,-0.636809
9.30655,16.4266,-0.642344
9.52991,15.6791,-0.623221
9.61702,15.6059,-0.62261
8.73882,13.988,-0.556505
10.0954,15.7265,-0.635443
10.1143,15.5453,-0.630338
10.2309,15.5155,-0.63174
10.3865,15.543,-0.635658
10.4901,15.4913,-0.636198
10.7257,15.6319,-0.645148
10.5156,15.126,-0.625881
10.2238,14.5154,-0.601869
10.7846,15.1137,-0.631093
10.9135,15.0975,-0.633322
11.0095,15.0351,-0.633538
11.3766,15.3381,-0.650145
11.4849,15.2871,-0.651007
11.6559,15.3182,-0.655608
11.8381,15.3612,-0.660821
11.958,15.3213,-0.66233
11.6112,14.6902,-0.636773
12.1751,15.2109,-0.664056
12.2657,15.1328,-0.663912
12.5041,15.2349,-0.67218
12.6319,15.1994,-0.674121
12.8555,15.2768,-0.681418
14.354,8.96582,-0.571998
16.226,6.95467,-0.598239
3.81234,14.8082,-0.702891
3.89115,14.7392,-0.70062
3.98595,14.7314,-0.701441
4.16995,12.8694,-0.617594
4.71677,14.2585,-0.689698
4.60004,13.6246,-0.658817
4.69136,13.6187,-0.659977
4.80231,13.6679,-0.663988
4.85746,13.5583,-0.65988
4.96145,13.5854,-0.662828
5.04472,13.5547,-0.662828
5.1678,13.6291,-0.668289
5.26632,13.3908,-0.659252
5.34059,13.3388,-0.658237
8.62062,13.2392,-0.727441
8.84251,13.3995,-0.739813
8.93955,13.3674,-0.741117
9.0483,13.352,-0.743437
9.13854,13.3086,-0.744162
9.24284,13.2851,-0.746095
9.35122,13.2665,-0.748366
9.48469,13.282,-0.752716
9.64503,13.3328,-0.75924
9.80399,13.3789,-0.765571
9.96209,13.4212,-0.771757
10.1301,13.474,-0.778667
10.2144,13.414,-0.778812
10.2349,13.2712,-0.773931
10.2983,13.1853,-0.77253
10.3412,13.074,-0.769582
10.405,12.9901,-0.768325
10.4581,12.8934,-0.766296
10.4527,12.7263,-0.759868
10.5242,12.6543,-0.759385
10.5856,12.5704,-0.758177
10.6521,12.493,-0.757404
10.7044,12.3994,-0.755616
10.7685,12.32,-0.754746
10.8306,12.2387,-0.753779
10.8835,12.1475,-0.752184
10.9377,12.0583,-0.750735
11.0021,11.9806,-0.750058
11.0699,11.9071,-0.749671
11.138,11.8338,-0.749333
11.2028,11.7573,-0.748801
11.272,11.6855,-0.748608
11.3483,11.6211,-0.748946
11.4258,11.5576,-0.749381
11.5092,11.5,-0.750251
11.6222,11.4713,-0.753151
11.693,11.4004,-0.753199
11.8577,11.4199,-0.759578
12.0564,11.4695,-0.76818
12.3376,11.5937,-0.782195
12.5542,11.653,-0.791812
12.9059,11.833,-0.810225
10.8057,5.76989,-0.555736
13.0192,3.68323,-0.617691
2.68439,12.2945,-0.721526
2.79437,12.4317,-0.731034
3.28952,12.47,-0.740362
3.34695,12.3793,-0.735969
3.42338,12.3604,-0.736089
6.62297,12.0271,-0.79061
6.7244,12.0359,-0.79404
6.83996,12.0683,-0.799155
6.96164,12.1091,-0.804932
7.03581,12.0662,-0.804932
7.10108,12.0082,-0.803909
7.16025,11.9404,-0.802224
7.21056,11.8587,-0.799577
7.26119,11.7786,-0.797049
7.32433,11.7194,-0.796026
7.38702,11.6599,-0.795003
7.43253,11.5741,-0.792114
7.49797,11.5199,-0.791513
7.55202,11.4487,-0.789707
7.6188,11.3971,-0.789346
7.67851,11.3353,-0.788263
7.73718,11.2723,-0.78712
7.8005,11.2164,-0.786518
7.86228,11.1586,-0.785796
7.92016,11.0955,-0.784713
7.97815,11.0329,-0.78369
8.03802,10.9733,-0.782907
8.10283,10.9206,-0.782667
8.16308,10.8619,-0.782005
8.21628,10.7941,-0.780681
8.2726,10.7308,-0.779718
8.32477,10.6626,-0.778394
8.37952,10.598,-0.777371
8.43815,10.5386,-0.776769
8.49385,10.4757,-0.775927
8.53833,10.3995,-0.774061
8.58922,10.3316,-0.772858
8.64988,10.2756,-0.772617
8.71018,10.2193,-0.772376
8.77206,10.1649,-0.772316
8.85003,10.129,-0.77376
9.01387,10.1896,-0.783028
9.1961,10.2679,-0.79386
9.35548,10.3178,-0.802525
9.5489,10.4021,-0.814139
10.7834,5.76097,-0.699923
10.8115,5.69098,-0.699441
10.2639,0.945261,-0.584261
2.3982,10.9722,-0.781525
2.45651,10.9173,-0.778544
2.52345,10.9021,-0.778544
2.60068,10.93,-0.781816
1.92779,7.68075,-0.540036
2.82678,10.9788,-0.789233
2.89308,10.9574,-0.788942
2.33128,8.02506,-0.571958
2.43828,8.02447,-0.574139
2.50166,8.05508,-0.57763
6.23807,9.57962,-0.796141
6.29728,9.542,-0.796214
6.35571,9.50318,-0.796214
6.41335,9.46318,-0.796141
6.46508,9.41461,-0.795341
6.52671,9.38049,-0.795851
6.58989,9.34842,-0.796578
6.64423,9.30375,-0.796214
6.70412,9.26685,-0.796578
6.77559,9.24565,-0.798396
6.88806,9.27918,-0.805231
