x,y,z
10.7085,13.7205,-0.589288
10.4312,13.1975,-0.568331
12.297,14.6131,-0.650217
10.6567,12.353,-0.550071
11.4765,13.1394,-0.590762
12.7088,14.1948,-0.648563
12.2721,13.2095,-0.61179
12.7425,13.5481,-0.632244
13.3767,14.0487,-0.661
13.4494,13.9527,-0.660317
13.525,13.8599,-0.659814
13.5986,13.7652,-0.659239
13.6284,13.6271,-0.656471
13.487,13.3213,-0.645112
13.4884,13.1602,-0.641086
13.4905,13.0016,-0.637168
13.342,12.7015,-0.625845
13.4117,12.6119,-0.62545
13.5261,12.564,-0.627283
13.2934,11.8997,-0.604996
13.4523,11.894,-0.60913
13.5529,11.8356,-0.61046
13.0856,11.0096,-0.57836
15.6621,4.43721,-0.548777
15.8392,4.3826,-0.554384
15.89,4.29184,-0.555283
16.2339,4.27804,-0.567109
16.2695,4.18083,-0.567469
16.3094,4.08457,-0.568008
16.509,4.02704,-0.574478
16.7891,3.98638,-0.583932
16.8707,3.89656,-0.586053
17.2823,3.88009,-0.600359
17.3927,3.79292,-0.603559
17.754,3.75772,-0.615996
17.8726,3.66841,-0.619519
17.7683,3.53353,-0.614882
17.7534,3.41745,-0.613552
17.7229,3.29895,-0.611682
17.6553,3.1744,-0.608483
17.6252,3.05747,-0.606686
17.5934,2.94087,-0.604853
17.5627,2.82508,-0.603091
17.5422,2.71147,-0.601725
17.5417,2.60129,-0.601114
17.5029,2.48588,-0.599137
17.4733,2.15436,-0.596513
17.3263,1.17047,-0.587886
17.9087,1.09946,-0.608627
18.6525,1.03027,-0.635191
4.98712,-14.7929,-0.524765
7.95806,15.3235,-0.798481
7.97416,15.1269,-0.790411
7.73492,13.6413,-0.721787
9.16997,13.0093,-0.733144
9.32658,12.8926,-0.73295
9.51764,11.302,-0.677954
9.22738,10.2987,-0.632092
9.56376,6.46957,-0.521714
9.83904,6.30949,-0.528576
10.1475,5.90835,-0.531186
10.4395,-6.17641,-0.549937
2.05677,10.3291,-0.597801
2.12794,10.3544,-0.600148
2.60022,10.6482,-0.623678
2.64997,10.5701,-0.619826
3.03488,11.5049,-0.680184
3.79209,12.7728,-0.766118
3.18971,10.28,-0.611763
4.03832,12.738,-0.768465
7.13351,13.9505,-0.907475
7.14401,13.7621,-0.897666
7.15898,13.5864,-0.888699
7.07608,12.8499,-0.847237
7.04914,12.6172,-0.834179
7.11658,12.5563,-0.832975
7.14324,12.425,-0.826897
7.13588,12.2378,-0.816908
7.26056,9.912,-0.703593
7.25819,9.78229,-0.697215
7.2113,8.78331,-0.647989
7.24719,8.71741,-0.646304
7.0112,8.12459,-0.609837
6.98408,7.99347,-0.602796
7.05482,7.97514,-0.604782
7.09097,7.91757,-0.603639
7.44893,6.03462,-0.540813
11.3201,1.74784,-0.653405
11.4007,1.68873,-0.657678
11.6471,1.65225,-0.67206
9.91816,-3.27875,-0.592626
9.87516,-3.33188,-0.591182
7.43397,-7.08059,-0.581794
6.28259,-8.58429,-0.60418
6.22921,-8.62187,-0.60412
3.78386,-9.46736,-0.577522
1.90342,8.97095,-0.631294
1.96843,9.0049,-0.634712
2.3293,9.78898,-0.696302
2.4774,9.87187,-0.704737
5.19309,11.8987,-0.909215
5.25023,11.831,-0.906379
5.30919,11.7686,-0.903979
5.37382,11.7195,-0.90267
5.44015,11.6745,-0.901725
5.51254,11.6427,-0.90187
5.58214,11.6051,-0.90158
