x,y,z,cluster
-5.28999,2.01379,-4.14806,1
0.476669,-11.1173,-10.0299,1
-1.46152,0.0755328,-9.72495,1
-2.65354,6.66754,-1.07752,1
-2.29869,5.66812,-2.59727,1
-2.76538,6.57079,-2.4214,1
-7.95971,5.14245,5.17933,1
-5.97991,3.45329,-2.05642,1
-2.68233,6.6682,-1.94618,1
-4.65583,8.07252,-3.16526,1
-0.257737,-0.630418,-3.34837,1
-10.1706,-14.1104,13.184,1
6.48711,-5.41194,-10.5049,1
-7.93082,-8.9456,3.3341,1
7.04195,-5.66369,-9.36994,1
7.97197,-3.41188,-9.75894,1
-8.9258,-6.73562,5.10822,1
0.209939,1.45308,4.54112,1
-6.08993,5.78571,-1.24493,1
1.1065,-0.0357061,-5.10694,1
6.97185,-4.50233,2.97511,1
-7.70007,-0.357997,-10.2981,1
6.81946,-4.53261,-7.85139,1
5.77334,-3.35993,-0.166982,1
2.09745,-3.20749,-7.80975,1
-0.355247,-0.85158,-8.22363,1
-1.67213,-3.13378,-10.0712,1
7.92964,-4.89165,-10.0471,1
-3.85876,1.76738,4.34744,1
-2.4811,7.27234,-3.19252,1
6.8935,-5.78509,-8.74221,1
-2.23512,-1.47827,6.32069,1
-7.07578,5.63213,5.45536,1
0.317355,-1.87017,-4.53906,1
-2.33669,6.44685,-1.14758,1
-8.96888,6.1848,5.71026,1
0.0504098,3.47296,4.77955,1
-5.51337,-0.19156,-4.88208,1
-5.07738,6.4869,-1.27596,1
-5.83516,0.935699,5.33863,1
-8.12516,-6.32629,-3.42362,1
6.86741,-6.35911,3.97703,1
-7.49634,6.19833,-1.45632,1
-8.9564,-9.16683,12.6613,1
-1.30193,1.54019,3.10865,1
-14.9203,-6.99966,4.55958,1
4.95518,-6.10505,-7.29575,1
-3.6905,-3.44589,-10.4731,1
-10.0408,-0.145155,6.52715,1
4.57228,-4.6114,-7.98695,1
-5.38338,0.0710199,2.86653,1
-6.32488,-2.17181,2.04025,1
-3.88588,3.081,-0.712765,1
-4.08217,-1.00575,-4.39262,1
-5.16569,8.56252,-1.09192,1
-5.37308,5.88776,-0.924371,1
-2.5058,7.33084,-0.425098,1
-3.81461,4.83828,-2.1728,1
-2.87611,-7.51307,9.23914,1
0.476831,-10.9889,-8.68232,1
3.62317,-7.10924,-0.521943,1
7.74124,0.067902,1.78669,1
7.65511,-3.71698,3.75797,1
-8.5326,-0.38466,6.57325,1
-0.737854,4.40192,8.48072,1
0.658394,-1.75425,-4.71176,1
8.27312,-6.48727,-9.09745,1
1.73611,-7.36715,-2.36904,1
-1.82697,6.99624,1.54986,1
-9.12711,6.19937,4.34174,1
-1.27836,7.38502,0.165999,1
4.43669,-8.46517,-1.61281,1
-3.90719,0.517491,3.32717,1
-7.94655,-0.578183,5.43561,1
-2.59891,-0.270222,2.85058,1
-5.52664,4.61568,2.46518,1
-8.86736,-14.6196,7.59729,1
-1.66049,3.94316,1.20968,1
-7.59964,-8.71256,11.1336,1
3.53559,10.7833,7.5881,1
1.90738,-9.90176,-11.0968,1
-4.1636,4.26568,5.63138,1
-2.07491,3.34202,1.21883,1
-4.34405,8.92555,7.04326,1
4.59933,-3.60525,-0.215035,1
-4.31104,4.58158,0.142241,1
-1.91126,6.77978,9.02915,1
6.93759,-10.0565,-0.430432,1
-0.289364,-2.62959,-9.03442,1
-7.26172,-6.84199,8.56435,1
5.57645,-3.90576,-8.08223,1
1.21763,7.43707,0.789172,1
1.57427,-2.37902,4.46431,1
6.90753,-6.75659,-9.38467,1
0.528547,-1.72474,-11.4396,1
-7.72127,-1.081,-4.05414,1
4.82167,-6.83134,2.95691,1
-5.49529,-1.45026,9.41815,1
-8.64344,-6.90927,6.03914,1
-4.50036,-11.6557,8.86156,1
8.49766,-7.60445,-2.59617,1
1.75267,-8.41066,2.98662,1
6.78934,-7.09841,-9.31965,1
-4.3651,-2.36073,-10.6051,1
0.591619,0.0750726,-5.03333,1
-4.51578,0.874061,2.68963,1
5.91496,-5.51097,-6.69352,1
-10.191,-4.22605,4.08245,1
-6.58465,2.06283,1.47768,1
5.18471,-5.86986,-8.41329,1
7.90362,-6.84056,-10.0556,1
