x,y,z,cluster
3.34446,-1.8015,2.88431,1
-3.87042,1.94072,7.41953,1
-6.18969,-2.62105,0.0473162,1
-1.8425,-5.27732,7.14722,1
-10.0335,4.58694,2.64509,1
6.50604,0.090061,3.38256,1
-5.93647,10.2252,4.58687,1
2.74353,0.659953,9.78346,1
1.62907,6.48457,6.7219,1
1.43633,6.36888,9.12338,1
3.06999,-0.630007,8.79077,1
-0.695103,5.559,-3.62318,1
3.93277,-5.45838,-3.23754,1
-9.64667,7.2601,3.53598,1
-5.95503,7.02393,4.61625,1
2.57713,-5.69238,-4.5359,1
0.631489,-4.88642,-3.69886,1
4.46048,0.434001,4.9349,1
5.21045,-2.5579,6.76545,1
-7.07564,-3.36313,0.990188,1
5.28368,-1.54772,6.5262,1
-1.04133,5.08226,3.75013,1
-6.63497,-1.13092,1.94872,1
6.70934,7.30729,-0.411394,1
4.55055,1.47396,5.05852,1
-11.1293,8.21627,-1.43089,1
4.42233,0.114651,4.4475,1
5.25589,2.53769,5.32453,1
-7.89947,-3.00247,1.32051,1
4.1505,0.729318,4.14909,1
-5.92117,6.44979,4.1819,1
-6.66862,-10.546,5.47105,1
-9.42526,3.19035,1.43452,1
4.55977,-2.9885,8.30535,1
4.93615,-1.94059,3.9005,1
0.38362,-0.407418,-2.07802,1
-5.76973,8.20542,0.339537,1
0.0929275,0.0545117,9.1955,1
2.34656,-3.92606,-4.14269,1
-5.07762,-10.8779,3.25338,1
3.87522,-1.41223,1.90516,1
-8.66008,1.89715,-3.29516,1
5.35108,-0.815207,2.2011,1
-1.11479,-0.43621,5.03129,1
2.80263,-6.49892,-3.69094,1
2.74473,-4.33532,-2.51709,1
-6.83603,5.59393,-6.32619,1
3.11453,-3.99343,-2.88656,1
-7.00304,5.90419,-8.05685,1
4.41113,0.257279,3.63126,1
-2.27006,-4.19785,9.42574,1
4.90914,-0.0698105,5.36966,1
-7.65735,7.13253,2.80426,1
5.52106,0.0831408,3.57202,1
5.42026,-2.55075,2.3506,1
-4.37914,10.2298,-6.99592,1
4.20957,1.39661,8.40663,1
-0.691918,6.05258,-1.01119,1
5.9451,6.8355,-0.182321,1
-3.75342,2.17167,4.56655,1
-2.57506,-0.844674,3.67839,1
2.23253,4.30539,6.50846,1
3.88268,-0.895389,5.70878,1
3.57344,-3.06951,-0.513814,1
-5.21317,7.17107,4.12972,1
-1.41059,-1.87261,1.71156,1
0.817899,-5.59703,-2.47457,1
-9.11787,2.42333,6.05001,1
-6.3582,-2.62484,-0.206858,1
-1.63132,1.69283,5.67301,1
-6.70509,3.49893,3.26518,1
6.12955,0.292403,5.13495,1
0.147627,2.48972,-1.54651,1
6.25773,-2.62785,7.48623,1
-2.27259,5.18224,-4.00771,1
-1.79508,5.30703,-0.565023,1
-8.3497,-1.85442,1.72762,1
5.44079,0.764547,4.18478,1
3.91354,-2.16095,1.94299,1
6.19729,6.96266,-0.641799,1
0.426759,-4.46523,-1.34679,1
-7.78985,5.12955,-8.66155,1
-6.10526,2.91613,1.2797,1
-7.14839,-3.70954,2.23407,1
-8.0176,-9.80712,4.6587,1
6.32052,-0.510133,6.94198,1
-8.70661,1.61965,6.76976,1
-7.9461,3.45956,2.26454,1
-9.80877,8.43211,5.4402,1
2.06104,3.46233,0.330137,1
4.20607,-7.03955,-9.28954,1
-0.992919,10.2766,1.14927,1
-1.08025,9.9714,-2.25782,1
-5.55061,2.63468,-8.12527,1
-1.04858,9.15499,-0.252004,1
6.91641,-0.692668,7.56309,1
5.75666,-7.37328,-3.02051,1
-5.11987,-1.26593,5.33052,1
3.58269,-0.332731,-2.32032,1
-6.44481,8.43329,-0.0415497,1
-8.79869,7.9685,3.68984,1
-6.35947,-4.2413,4.60314,1
6.72133,-2.77817,4.38495,1
0.426283,10.1754,-5.0482,1
5.0602,-0.601296,10.2788,1
0.567545,8.33226,-0.138961,1
2.19486,5.81271,5.52762,1
-2.10184,9.06881,1.65624,1
2.6503,-1.81624,-4.14429,1
-5.61163,9.1521,7.09274,1
-5.84862,-1.58983,1.27764,1
7.26698,7.42791,1.49792,1
4.12429,7.52192,5.65246,1
-6.60933,9.2185,-8.26349,1
-1.17373,13.4967,6.03999,1
-6.68484,1.05445,5.22744,1
-6.011,5.77683,-6.78402,1
-9.59548,9.6758,-0.430754,1
0.880894,9.70905,6.68503,1
-1.81391,0.738125,-2.13631,1
2.86352,6.99366,9.24463,1
0.237528,3.06933,5.31787,1
-6.3673,-3.97333,1.18279,1
-6.48852,0.276723,6.04635,1
2.92278,7.65687,6.20158,1
4.24615,0.936943,9.12055,1
-5.52575,8.15839,-6.64292,1
1.83506,-1.24585,-2.04657,1
-1.53323,2.74995,8.80933,1
-8.95687,2.62133,7.6254,1
-6.91118,-1.56858,0.775609,1
-8.0921,1.15751,5.85272,1
-4.66985,6.15814,5.47279,1
-5.466,-2.56613,0.793934,1
-7.86991,4.61801,8.88909,1
-4.43904,12.7565,-0.839758,1
-9.47151,-0.973189,1.46088,1
-7.34782,-4.2048,1.83199,1
1.46083,-3.32651,-3.69773,1
8.85101,-5.33005,-10.5599,1
-6.48089,9.02127,4.08327,1
-2.63722,2.03054,1.68197,1
5.58943,-0.348091,4.99876,1
-7.84441,-2.52581,2.49319,1
7.72155,5.69844,-1.30886,1
